"","p_value","FDR","log2FC","linearFC"
"UBA6",0.72382011209408,0.841440880309368,-0.0045862116424793,0.996826127745838
"ESYT2",0.0155124268363115,0.0682180017347519,0.0740076324849674,1.05263672360133
"MED19",0.648849533419112,0.786972096499309,-0.0527730348026871,0.964081465383361
"BLTP3B",0.781234123373008,0.878787650661484,0.0204342799443005,1.01426474773403
"SHTN1",0.160820014044787,0.335154314984094,-0.0377263342772878,0.974189045545509
"TMEM223",0.636900511549084,0.779365099658747,-0.018152384933483,0.987496551428677
"TMEM120B",0.650607464211798,0.788358230250126,0.104466769219993,1.07509695321177
"ARHGAP10",0.646044137399608,0.785944786875963,0.0261029067209115,1.01825782899962
"BICDL2",0.810382791900858,0.89575537127453,0.0204592132227859,1.01428227684672
"FAM168B",0.174892604827483,0.354024506037131,0.292515095442267,1.2247736037815
"ILVBL",0.0309543694584179,0.110789324877622,-0.0372626474928559,0.974502203332032
"C1orf226",0.975526010672701,0.9901655551712,0.00150388939253432,1.00104296019743
"PLEKHG3",0.415201283483491,0.603063772138671,-0.0231401108391971,0.984088445248989
"ELOVL7",0.368027720908941,0.562243581840353,-0.822467113549353,0.56547411345356
"SH3PXD2B",0.964316164403655,0.985636668501757,0.000937859779220673,1.00065028620618
"FRMD3",0.0457223966402735,0.143920036193845,-0.169805667654968,0.88896241715493
"BCLAF3",0.385649603836553,0.576278174640604,-0.970829962576559,0.51021246021133
"NBAS",0.207700357959347,0.394986319883397,-0.031310665252775,0.978530914047618
"TARS3",0.693657842891423,0.817760845033623,-0.0590103886647242,0.959922348734461
"FAM234B",0.483797494545182,0.663549303730145,-0.106516817082886,0.928827880352223
"TYW5",0.566165622225081,0.728091180662231,-0.0195683225452239,0.986527845262029
"VWA8",0.104569018111454,0.252074475471027,-0.025283486767222,0.982627495183609
"SBNO1",0.122496611684174,0.281446454245727,0.035677340921648,1.0250379622743
"GTPBP10",0.702548032291573,0.825506546485891,0.00886532392696537,1.00616389337179
"WDR91",0.000941112363462999,0.00956778084792694,0.146977500058892,1.10724731597433
"DENND11",0.168124825444612,0.345225101308279,-0.237130453642569,0.848431180057173
"MBLAC1",0.643930507515538,0.7844488349966,0.0902195242876562,1.06453215215394
"EFCAB5",0.350616662820207,0.547291010589467,1.78798494252157,3.45332219161759
"VPS37C",0.0701120939811279,0.191777198242497,-0.171457103502039,0.887945414639922
"PEDS1",0.145746663697324,0.314736039468072,0.0742532737052919,1.05281596659872
"TRAPPC13",0.40294647359389,0.591766069485412,-0.0694259476259109,0.953017130780052
"CNOT1",0.0618417325366835,0.176100465929094,0.0372702025008422,1.0261703188838
"ARHGEF35",0.140072363195835,0.306593265684598,-0.222282786106371,0.857207996775588
"MAP1LC3B2",0.0806927050975931,0.210114253426249,0.112209772120931,1.08088255413038
"FAM83G",0.29738198026273,0.495878998873306,0.0379966954628799,1.02668719405888
"PGP",0.315498476422568,0.514760672057874,-0.0211910016412489,0.98541886648287
"RIMOC1",0.223344308851344,0.413915268034285,-0.0643642311054968,0.956366677766579
"RCCD1",0.317568983799145,0.516696732288708,-0.228001967587305,0.853816549931881
"ZNF316",0.677815475452575,0.806869538676372,-0.0690191193632863,0.953285911751675
"TCAF2",0.103790732096548,0.250715274934517,0.0616341336107133,1.04364722569889
"NEMP2",0.248894069446705,0.445624385113068,-1.6995749908519,0.307876788599542
"TUBAL3",0.233517216711134,0.427187423271655,-0.365119026066427,0.776404816956246
"SMCHD1",0.148233725947786,0.317993607476255,-0.00876221123172627,0.993944904419912
"CASTOR2",0.731804636165898,0.845834477833014,-0.034711297813665,0.976227097067921
"UNC119B",0.0259807536867322,0.0985116267862449,0.0742571621894861,1.05281880424885
"METTL15",0.616624736531616,0.766589221293444,-0.0238767801701982,0.983586078011943
"LIPT2",0.169754673751301,0.347578746555078,-2.57719525913701,0.167566393420692
"CCDC85C",0.639269733222208,0.781185334130616,0.0272773104041342,1.01908706357308
"SAC3D1",0.128582454588476,0.290294843683335,0.07422758803507,1.05279722248287
"ABTB3",0.843850672304366,0.915803461363072,0.0147395653062272,1.01026905668535
"RTL8C",0.0034663811385535,0.0237197853159881,0.125152824245989,1.09062325593559
"ZSWIM8",0.838670036507416,0.913087079789369,0.0150420712216341,1.01048091324543
"ARHGAP32",0.709624204240949,0.830720138393352,0.0202807616649157,1.01415682479101
"POM121C",0.347259186841111,0.54550512235234,0.0550993122641881,1.03893061875862
"EFCAB7",0.300720778043752,0.499137757088042,-0.0752643171257947,0.949168207275895
"DDX11L8",0.155491585582092,0.328398228749379,0.126547965671447,1.09167844056438
"YDJC",0.354012787925352,0.550445305900237,2.02965009835698,4.08305810502267
"CYSRT1",0.220067886269464,0.409885202828697,-0.069916943562724,0.952692843311643
"PHF20L1",0.79153424479274,0.884477916354968,0.0148787940808219,1.01036655844851
"SNRPGP15",0.0021361118325124,0.0167544601405748,0.20930269218001,1.15612924885492
"TMEM14DP",0.250563170800852,0.447438138737546,0.88796242578058,1.85056065858715
"NUDT19",0.464000861053326,0.646757480145969,-0.0181271448826159,0.98751382790119
"MIF4GD",0.62300228120214,0.769912005580272,0.0420398983494508,1.0295685561998
"UPK3BL1",0.342369258793855,0.541125920040346,0.0391326889912129,1.02749593691725
"MRFAP1L2",0.126904833555831,0.287679333317114,0.293064485242112,1.22524009617311
"MYO9A",0.577388111508423,0.737298221966755,0.0941289404727605,1.06742073421164
"EPM2A",0.0435399655338982,0.139028902820688,0.230070884811681,1.17289257625947
"FAM25A",0.466097817879608,0.648291050565383,0.103880880453692,1.07466043729802
"ZNF732",0.368726612468922,0.56241679587116,1.38056396556328,2.6037013278266
"RABGAP1L",0.0868082551451772,0.220838905846481,-0.0418516578747443,0.97140737335503
"GPR89A",0.0316626950007387,0.112388981152005,-0.102526792206277,0.931400271488446
"HNRNPCL3",0.0687622848643166,0.189078254630137,0.469317438884822,1.3844543066077
"WASH3P",0.371065358417921,0.564251002098155,-0.0310258038463047,0.978724144914608
"UMAD1",0.016275637358321,0.0709264196701272,0.205662522370329,1.15321581134037
"TMEM238",0.207724965881982,0.394986319883397,-0.0736580853626929,0.950225556955881
"MCRIP1",0.925153412496512,0.963793999547714,-0.00588196579746381,0.995931231949449
"RNF223",0.19046562392813,0.373926858234331,0.184771605652745,1.13663701696518
"NACA",1.15024956440351e-05,0.000518834671595069,0.178659839382647,1.13183200574316
"C11orf98",0.364828776298655,0.559270769754201,-0.0298063823205723,0.979551750045904
"SLC35A4",0.0253257328335891,0.0969994736889574,0.144501405307125,1.10534857937923
"ASDURF",0.135346898909343,0.299777813443589,-0.107292831355835,0.928328405511965
"MIEF1",0.738447110789296,0.850608306955582,-0.014697308963882,0.989864317506232
"DNASE2",0.199333748555437,0.385570172105341,0.135385415884084,1.09838620839755
"AGPS",0.107268265803003,0.255793556914853,0.0290341137772678,1.02032878552353
"KIF2A",0.0103340026926924,0.0513678853824006,-0.0575818717347261,0.960873308158659
"DDX39A",0.000106792353895614,0.00219044767990403,0.252248939228789,1.19106235125919
"PDLIM1",5.29943208405764e-06,0.000309789658399483,0.171951544366159,1.12658138950116
"ACOT7",5.0590844275265e-08,1.38011823182923e-05,0.206061487893564,1.1535347678488
"MYO1C",0.00233292458508201,0.0178103123174545,0.0442744615172117,1.03116447116118
"SNAP23",0.128461073400471,0.290100834632852,0.0479866297092606,1.033821155184
"HAX1",0.00967541159657908,0.0487883971080734,-0.0754972393324174,0.949014977035833
"AIP",0.324411781670207,0.523562615103328,-0.025505249118595,0.982476463239468
"GTPBP1",0.962646736913175,0.984964230704783,-0.0011182647167729,0.999225178293932
"LGALS9",0.166990302530203,0.343810977586713,-0.0580102773587576,0.960588020966848
"STXBP3",0.274440490112442,0.471916309488992,0.0230072030461095,1.01607521601201
"AP4M1",0.9730642896457,0.988769586258355,-0.00147115060270409,0.998980795849286
"ARVCF",0.0116827289198888,0.0560770988154662,-0.143137061552073,0.905547948409196
"SMAP",0.0231409022000208,0.0910077862164093,0.165575242960717,1.12161320751284
"RAB27B",0.413936444251202,0.602050510471111,0.0239284134330973,1.0167242221569
"AP3B1",0.0673655957189556,0.186824817134508,0.0277591952951859,1.01942751298811
"SULT2B1",0.82830458054855,0.907354395289698,-0.0215200926381893,0.98519410970208
"RHOD",0.944454104494077,0.975197122278517,-0.00767726748613917,0.994692657660335
"LGALS8",0.0856120084509797,0.218679362410368,-0.030329687342018,0.979196504218853
"NDUFS8",0.342282786962844,0.541093747055034,0.0271637181099678,1.01900682771097
"HAS3",0.281639754126165,0.478743997320862,0.175766344035544,1.12956425781732
"TNFRSF10A",0.262183784763456,0.459565665989318,0.0787998222936146,1.05613907312897
"PSMD11",1.99297790347559e-07,3.62456248045428e-05,0.119063361508896,1.08602955244527
"PSMD12",0.00452261002579331,0.0286478641262326,0.0776144031883561,1.05527163185518
"PSMD9",0.901178516323287,0.950908326146181,0.00387903613289353,1.00269236086997
"ATOX1",0.379548995301883,0.571628446365588,0.0357037877842998,1.02505675299993
"MEN1",0.428593865614453,0.615629394415748,0.0289127737855353,1.02024297287667
"CBX4",0.103046544425691,0.249580621361307,-0.100359380405393,0.93280059868538
"PGRMC1",0.0299736025872194,0.10849357079779,-0.0696296193346768,0.952882598587534
"SUPT5H",0.0622498927054811,0.176954887774108,0.0366572049590772,1.0257343942807
"TAF4",0.591527314580016,0.749967616348543,-0.0223719105681006,0.984612588116658
"DFFA",0.0149995736878257,0.0665346943420951,0.0673643079032473,1.0478006832722
"RFXAP",0.872908363471824,0.933799530993414,-0.0170680688637841,0.988239023563076
"HIP1",0.562018969158284,0.724797233468546,-0.0259967634057006,0.982141798633397
"CLIC1",8.79946477226638e-05,0.00192660679485282,0.0708813385341749,1.05035814864662
"EIF3F",0.0016236204322548,0.0138702605611412,0.206355228640604,1.15376965786509
"WWP2",0.00615316011113711,0.035388237771993,-0.158019525110483,0.896254569779382
"CDC7",0.0360209678308138,0.122870088140288,0.181174094614789,1.13380622453904
"PDHX",0.0550720430097083,0.163059278492823,-0.0455616445490179,0.968912543586894
"QSOX1",1.75306670835193e-06,0.000152628701501619,-0.206585100857222,0.866586038728423
"DCTN6",0.0128504544328666,0.0598225933325256,0.16220873807303,1.11899899304337
"SLC33A1",0.0010054322664293,0.0100592392034931,-0.153481974575911,0.899077898638015
"WASL",0.0852196038365151,0.217949136811887,-0.0626408489189387,0.957509795381666
"IPO5",0.0140945642176248,0.0638703840293697,0.108352229689647,1.07799630249863
"POLRMT",0.161355823566827,0.336014264649086,0.0266253652139525,1.01862664831096
"EEF2K",0.00514321277207089,0.0309956210063536,-0.0520504240282165,0.964564471238828
"SAP18",0.0552803683001373,0.163139982818447,0.0951522132433205,1.06817810149435
"EML1",0.332807988581126,0.531557489958614,-1.31925547203533,0.400741695188675
"IGF2BP3",0.511748814246225,0.686244846107014,-0.00808525444332986,0.994411403311716
"DNM1L",4.39001455953872e-05,0.00122620747970187,0.0618873313579016,1.04383040530967
"RTCA",0.000975796563129595,0.00985915934895384,0.123252409772093,1.0891875597877
"PIK3C2A",0.0772744027776947,0.204533053922176,0.0416119840269928,1.02926322361922
"PIK3R2",0.373172388102169,0.566192588844671,-0.034140932469743,0.976613121950889
"GOLIM4",0.205637223650019,0.392865418334373,-0.0515379596151426,0.96490715819196
"MANBA",0.492630613881002,0.670941744716612,0.0420576955409366,1.02958125711111
"AGRN",0.351484965962329,0.548123658810156,0.0295123733546845,1.02066708495131
"PLOD2",0.091854153627149,0.230451990583871,-0.0785961838815972,0.94697865726187
"MEIS1",0.685230400820644,0.812271958330845,0.0423830078708036,1.02981344286976
"EXOC5",0.00357615261754525,0.0241444908861752,0.055761327008053,1.03940746604503
"ELL2",0.825282840075493,0.905741553329466,-0.0197437566282446,0.986407889151697
"NDUFA4",0.00112042805785079,0.0108092935157626,0.141430840450472,1.10299850877931
"PSMD14",0.00474500346932588,0.0294190215098204,0.103466769187939,1.07435201097308
"ZNF593",0.984891608906928,0.994225302625408,-0.000792367649530945,0.999450923395522
"BIN1",0.174576261825297,0.353559051417528,-0.162735811163131,0.893329425420807
"KPNA3",0.00133254407451133,0.0121713623948669,0.123444783050381,1.08933280500305
"STK25",0.969529335900684,0.987647526698523,0.00154230394250376,1.00106961526014
"LAD1",0.606482981015438,0.761387126267192,-0.0213602435911362,0.985303274189302
"FAAH",0.122017901753268,0.280518528422978,-0.0590360941015646,0.959905245325368
"KRIT1",0.0878406716982495,0.222634889185034,-0.176691820223745,0.884729405684322
"PES1",0.0385885403142241,0.128470400881788,0.0510452181126162,1.03601523467698
"EBAG9",0.0224263092659479,0.0888368417388761,-0.110055883134248,0.92655217097737
"SDCBP",0.00195767445025407,0.0157692989181883,-0.123300032542481,0.918085211284171
"PITPNM1",0.000448684371547339,0.00582943381026508,-0.182984758753225,0.880878680056537
"MPHOSPH10",0.234790706452745,0.428183254330207,-0.0398993881141685,0.972722781610208
"NOP56",0.0305253473123144,0.109714291789188,0.049504940378359,1.03490973447565
"DDX3X",0.133122302296574,0.296859106810672,0.024604036878916,1.017200472212
"RNASET2",0.0209911349656635,0.0848352832390074,-0.0563108181817178,0.961720236694783
"PODXL",0.000449801526061011,0.00583042506931735,0.131555879715048,1.09547448287833
"CCN1",0.201809590722309,0.38900632519855,1.26200850215714,2.39829396127747
"PEX12",0.724242096693733,0.841718622468372,0.0383372190111384,1.02692955465449
"PIR",0.0214879037110391,0.0862466915012967,0.0553757793448426,1.03912973058064
"KPNA4",0.0115912302573082,0.0559931299382012,0.117632776359599,1.08495317271723
"TRIM38",0.393444965706199,0.583747933165252,0.0402301625069938,1.02827786141458
"NFIB",0.466011999943527,0.64828186427636,0.0466511503708951,1.03286460655162
"E2F3",0.111047761643788,0.262057347546932,0.279487794651407,1.21376388081584
"PPP6C",0.926577640339471,0.964527017112469,-0.00223576662963154,0.998451484853028
"CES2",0.0140455312403027,0.0638194243871468,0.0749898166630611,1.05335360077818
"PIK3C2B",0.0323849703713986,0.114339343192203,-0.0739798885132039,0.950013626181882
"MAN2B1",0.0395718178814028,0.130325943035942,0.0787348265236254,1.05609149340902
"PDXK",0.00254583722125486,0.0190797910428111,0.184047661516679,1.13606679577598
"SCD",0.0072443614207328,0.0396574273359714,-0.125130034410372,0.916921394617807
"CLDN4",0.983848929096178,0.994149717046297,-0.00126461993172811,0.999123816333114
"PLPP1",0.0189932909696574,0.0789447270136288,-0.180701725998762,0.882273754484968
"PLPP3",0.560592527208938,0.723755993481298,0.0272753705224034,1.01908569328553
"ARID1A",0.799650610127842,0.88884863828079,0.00582072241244092,1.00404276735456
"BHLHE40",0.834394192090048,0.910724934111839,-0.021503652021222,0.985205336808867
"CDK2AP1",0.317241923828641,0.51647262872759,1.08058391038757,2.11489188046405
"C2CD2L",0.17593037204542,0.355334196648498,-0.192465194407017,0.875109106846599
"TXNDC9",0.000265467820105391,0.0040010840510912,0.126221329582989,1.09143130502821
"DPYSL4",0.0767489449589208,0.203651405147681,0.0960865113864759,1.06887008421605
"TRAFD1",0.715145142776628,0.834914101067607,-0.00982332115435369,0.993214121404333
"COX7A2L",0.676865328215221,0.806170520422905,0.00891810820964878,1.00620070684203
"UBFD1",0.616870524989678,0.766658262145979,-0.0141233536021375,0.990258199057112
"CYB561D2",0.362787159125923,0.557551192736353,0.867489167624049,1.82448484542026
"CIT",0.0402503501582938,0.131921852501192,0.0458693592909185,1.03230505268439
"COPE",0.0767674223949896,0.203651405147681,0.097251206715093,1.06973333708956
"CTDSP2",0.857542981932324,0.924734395915005,0.0261987334576421,1.01832546600039
"EIF1AY",0.359406192630824,0.555834919727386,0.0577556103450299,1.04084526564276
"AP3D1",0.465784286063969,0.648268092367578,0.0120671396244205,1.00839938233145
"CCS",0.895750275655748,0.94762836364937,-0.00423944696241563,0.997065752634347
"ABLIM1",0.535719737490162,0.703655542665514,-0.0310025577441149,0.978739915194634
"DVL1",0.924972040939557,0.963793999547714,0.004368532892844,1.0030326253905
"DVL2",0.344646683912053,0.54333013874746,-0.0221170431659736,0.984786545753396
"CHD1",0.0897247143826901,0.226498168571233,0.0395372642248404,1.02778411819584
"CHD2",0.936296696167366,0.970887097213986,-0.0025999306895752,0.998199488242454
"GOSR2",0.00322981526635287,0.022592143709258,0.18289449271554,1.13515908256925
"TOR1A",0.0125679517460355,0.0590448433349912,0.0964877593987161,1.06916740390676
"TOR1B",0.00394034736337143,0.0261246691613162,0.104843571267931,1.07537778292874
"STX16",0.747988692355245,0.855837894228874,-0.012007827773358,0.991711349897212
